कंठतालु ध्वनियाँ,कंठतालु ध्वनियाँ वह शब्दात्मक आवाज़ें हैं जो किसी भी भाषा में उच्च या निम्न स्वरों को व्यक्त करने के लिए होती हैं।,क,Initial,कलम,मुख को कुछ खुला रखें और तालु से जीभ को मिलाकर उच्चारण करें। जीभ को ऊपर उठाएं और उसे तालु से मिलाएं।
कंठतालु ध्वनियाँ,कंठतालु ध्वनियाँ वह शब्दात्मक आवाज़ें हैं जो किसी भी भाषा में उच्च या निम्न स्वरों को व्यक्त करने के लिए होती हैं।,क,Medial,मकड़ी,मुख को कुछ खुला रखें और तालु से जीभ को मिलाकर उच्चारण करें। जीभ को ऊपर उठाएं और उसे तालु से मिलाएं।
कंठतालु ध्वनियाँ,कंठतालु ध्वनियाँ वह शब्दात्मक आवाज़ें हैं जो किसी भी भाषा में उच्च या निम्न स्वरों को व्यक्त करने के लिए होती हैं।,क,Final,पालक,मुख को कुछ खुला रखें और तालु से जीभ को मिलाकर उच्चारण करें। जीभ को ऊपर उठाएं और उसे तालु से मिलाएं।
कंठतालु ध्वनियाँ,कंठतालु ध्वनियाँ वह शब्दात्मक आवाज़ें हैं जो किसी भी भाषा में उच्च या निम्न स्वरों को व्यक्त करने के लिए होती हैं।,ख,Initial,खाना,"इसका उच्चारण भी ""क"" की तरह है। तालु से जीभ को मिलाकर और जोरदार श्वास के साथ उच्चारण करें।"
कंठतालु ध्वनियाँ,कंठतालु ध्वनियाँ वह शब्दात्मक आवाज़ें हैं जो किसी भी भाषा में उच्च या निम्न स्वरों को व्यक्त करने के लिए होती हैं।,ख,Medial,अखबार ,"इसका उच्चारण भी ""क"" की तरह है। तालु से जीभ को मिलाकर और जोरदार श्वास के साथ उच्चारण करें।"
कंठतालु ध्वनियाँ,कंठतालु ध्वनियाँ वह शब्दात्मक आवाज़ें हैं जो किसी भी भाषा में उच्च या निम्न स्वरों को व्यक्त करने के लिए होती हैं।,ख,Final,मुख,"इसका उच्चारण भी ""क"" की तरह है। तालु से जीभ को मिलाकर और जोरदार श्वास के साथ उच्चारण करें।"
कंठतालु ध्वनियाँ,कंठतालु ध्वनियाँ वह शब्दात्मक आवाज़ें हैं जो किसी भी भाषा में उच्च या निम्न स्वरों को व्यक्त करने के लिए होती हैं।,ग,Initial,गाय,मुख को खुला रखें और तालु से जीभ को मिलाकर उच्चारण करें। इसमें जीभ नीचे जाती है।
कंठतालु ध्वनियाँ,कंठतालु ध्वनियाँ वह शब्दात्मक आवाज़ें हैं जो किसी भी भाषा में उच्च या निम्न स्वरों को व्यक्त करने के लिए होती हैं।,ग,Medial,संगीत ,मुख को खुला रखें और तालु से जीभ को मिलाकर उच्चारण करें। इसमें जीभ नीचे जाती है।
कंठतालु ध्वनियाँ,कंठतालु ध्वनियाँ वह शब्दात्मक आवाज़ें हैं जो किसी भी भाषा में उच्च या निम्न स्वरों को व्यक्त करने के लिए होती हैं।,ग,Final,योग,मुख को खुला रखें और तालु से जीभ को मिलाकर उच्चारण करें। इसमें जीभ नीचे जाती है।
कंठतालु ध्वनियाँ,कंठतालु ध्वनियाँ वह शब्दात्मक आवाज़ें हैं जो किसी भी भाषा में उच्च या निम्न स्वरों को व्यक्त करने के लिए होती हैं।,घ,Initial,घर,"इसका उच्चारण ""ग"" के समान होता है। तालु से जीभ को मिलाकर और जोरदार श्वास के साथ उच्चारण करें।"
कंठतालु ध्वनियाँ,कंठतालु ध्वनियाँ वह शब्दात्मक आवाज़ें हैं जो किसी भी भाषा में उच्च या निम्न स्वरों को व्यक्त करने के लिए होती हैं।,घ,Medial,,"इसका उच्चारण ""ग"" के समान होता है। तालु से जीभ को मिलाकर और जोरदार श्वास के साथ उच्चारण करें।"
कंठतालु ध्वनियाँ,कंठतालु ध्वनियाँ वह शब्दात्मक आवाज़ें हैं जो किसी भी भाषा में उच्च या निम्न स्वरों को व्यक्त करने के लिए होती हैं।,घ,Final,मेघ,"इसका उच्चारण ""ग"" के समान होता है। तालु से जीभ को मिलाकर और जोरदार श्वास के साथ उच्चारण करें।"
कंठतालु ध्वनियाँ,कंठतालु ध्वनियाँ वह शब्दात्मक आवाज़ें हैं जो किसी भी भाषा में उच्च या निम्न स्वरों को व्यक्त करने के लिए होती हैं।,ङ,Initial,,यह व्यंजन नाक से उच्चारित होता है। नाक को भरकर इसे उच्च और तालु से मिलाकर कहें।
कंठतालु ध्वनियाँ,कंठतालु ध्वनियाँ वह शब्दात्मक आवाज़ें हैं जो किसी भी भाषा में उच्च या निम्न स्वरों को व्यक्त करने के लिए होती हैं।,ङ,Medial,खिड़की,यह व्यंजन नाक से उच्चारित होता है। नाक को भरकर इसे उच्च और तालु से मिलाकर कहें।
कंठतालु ध्वनियाँ,कंठतालु ध्वनियाँ वह शब्दात्मक आवाज़ें हैं जो किसी भी भाषा में उच्च या निम्न स्वरों को व्यक्त करने के लिए होती हैं।,ङ,Final,पहाड़,यह व्यंजन नाक से उच्चारित होता है। नाक को भरकर इसे उच्च और तालु से मिलाकर कहें।
तालु ध्वनियाँ,तालु-ध्वनियाँ वे ध्वनियाँ होती हैं जो हमारे मुँह के छत के बीच वाले भाग (तालु) को छूकर जीभ से बनती हैं।,च,Initial,चपरासी,"उच्चारित करते समय, आपको मुँह के ऊपरी हिस्से को तालु स्थान से मिलाना होता है। ध्वनि को बनाने के लिए जिह्वा को तालु से छूना होता है।"
तालु ध्वनियाँ,तालु-ध्वनियाँ वे ध्वनियाँ होती हैं जो हमारे मुँह के छत के बीच वाले भाग (तालु) को छूकर जीभ से बनती हैं।,च,Medial,बच्चा,"उच्चारित करते समय, आपको मुँह के ऊपरी हिस्से को तालु स्थान से मिलाना होता है। ध्वनि को बनाने के लिए जिह्वा को तालु से छूना होता है।"
तालु ध्वनियाँ,तालु-ध्वनियाँ वे ध्वनियाँ होती हैं जो हमारे मुँह के छत के बीच वाले भाग (तालु) को छूकर जीभ से बनती हैं।,च,Final,खींच,"उच्चारित करते समय, आपको मुँह के ऊपरी हिस्से को तालु स्थान से मिलाना होता है। ध्वनि को बनाने के लिए जिह्वा को तालु से छूना होता है।"
तालु ध्वनियाँ,तालु-ध्वनियाँ वे ध्वनियाँ होती हैं जो हमारे मुँह के छत के बीच वाले भाग (तालु) को छूकर जीभ से बनती हैं।,छ,Initial,छाता,"यह ध्वनि ""च"" से मिलती-जुलती है, लेकिन इसमें अधिक शक्ति लगती है। जिह्वा को तालु से छूकर आवाज को बनाना होता है।"
तालु ध्वनियाँ,तालु-ध्वनियाँ वे ध्वनियाँ होती हैं जो हमारे मुँह के छत के बीच वाले भाग (तालु) को छूकर जीभ से बनती हैं।,छ,Medial,,"यह ध्वनि ""च"" से मिलती-जुलती है, लेकिन इसमें अधिक शक्ति लगती है। जिह्वा को तालु से छूकर आवाज को बनाना होता है।"
तालु ध्वनियाँ,तालु-ध्वनियाँ वे ध्वनियाँ होती हैं जो हमारे मुँह के छत के बीच वाले भाग (तालु) को छूकर जीभ से बनती हैं।,छ,Final,पूंछ,"यह ध्वनि ""च"" से मिलती-जुलती है, लेकिन इसमें अधिक शक्ति लगती है। जिह्वा को तालु से छूकर आवाज को बनाना होता है।"
तालु ध्वनियाँ,तालु-ध्वनियाँ वे ध्वनियाँ होती हैं जो हमारे मुँह के छत के बीच वाले भाग (तालु) को छूकर जीभ से बनती हैं।,ज,Initial,जल,इस व्यंजन का उच्चारण मुख को थोड़ा खोलकर जीभ को मध्यम रूप से ऊपर की ओर ले जाकर किया जाता है।
तालु ध्वनियाँ,तालु-ध्वनियाँ वे ध्वनियाँ होती हैं जो हमारे मुँह के छत के बीच वाले भाग (तालु) को छूकर जीभ से बनती हैं।,ज,Medial,खरबूजा,इस व्यंजन का उच्चारण मुख को थोड़ा खोलकर जीभ को मध्यम रूप से ऊपर की ओर ले जाकर किया जाता है।
तालु ध्वनियाँ,तालु-ध्वनियाँ वे ध्वनियाँ होती हैं जो हमारे मुँह के छत के बीच वाले भाग (तालु) को छूकर जीभ से बनती हैं।,ज,Final,तरबूज,इस व्यंजन का उच्चारण मुख को थोड़ा खोलकर जीभ को मध्यम रूप से ऊपर की ओर ले जाकर किया जाता है।
तालु ध्वनियाँ,तालु-ध्वनियाँ वे ध्वनियाँ होती हैं जो हमारे मुँह के छत के बीच वाले भाग (तालु) को छूकर जीभ से बनती हैं।,झ,Initial,झरना,"यह व्यंजन स्थिरता के साथ बोला जाता है। इसमें ""ज"" की तुलना में थोड़ा अधिक शक्ति लगती है।"
तालु ध्वनियाँ,तालु-ध्वनियाँ वे ध्वनियाँ होती हैं जो हमारे मुँह के छत के बीच वाले भाग (तालु) को छूकर जीभ से बनती हैं।,झ,Medial,,"यह व्यंजन स्थिरता के साथ बोला जाता है। इसमें ""ज"" की तुलना में थोड़ा अधिक शक्ति लगती है।"
तालु ध्वनियाँ,तालु-ध्वनियाँ वे ध्वनियाँ होती हैं जो हमारे मुँह के छत के बीच वाले भाग (तालु) को छूकर जीभ से बनती हैं।,झ,Final,,"यह व्यंजन स्थिरता के साथ बोला जाता है। इसमें ""ज"" की तुलना में थोड़ा अधिक शक्ति लगती है।"
तालु ध्वनियाँ,तालु-ध्वनियाँ वे ध्वनियाँ होती हैं जो हमारे मुँह के छत के बीच वाले भाग (तालु) को छूकर जीभ से बनती हैं।,ञ,Initial,,यह व्यंजन तालु स्थान से उच्चारित होता है और इसमें नाक के माध्यम से श्वास निकलती है।
तालु ध्वनियाँ,तालु-ध्वनियाँ वे ध्वनियाँ होती हैं जो हमारे मुँह के छत के बीच वाले भाग (तालु) को छूकर जीभ से बनती हैं।,ञ,Medial,,यह व्यंजन तालु स्थान से उच्चारित होता है और इसमें नाक के माध्यम से श्वास निकलती है।
तालु ध्वनियाँ,तालु-ध्वनियाँ वे ध्वनियाँ होती हैं जो हमारे मुँह के छत के बीच वाले भाग (तालु) को छूकर जीभ से बनती हैं।,ञ,Final,,यह व्यंजन तालु स्थान से उच्चारित होता है और इसमें नाक के माध्यम से श्वास निकलती है।
तालु ध्वनियाँ,तालु-ध्वनियाँ वे ध्वनियाँ होती हैं जो हमारे मुँह के छत के बीच वाले भाग (तालु) को छूकर जीभ से बनती हैं।,य,Initial,यान,यह व्यंजन तालु स्थान से उच्चारित होता है और इसमें नाक के माध्यम से श्वास निकलती है।
तालु ध्वनियाँ,तालु-ध्वनियाँ वे ध्वनियाँ होती हैं जो हमारे मुँह के छत के बीच वाले भाग (तालु) को छूकर जीभ से बनती हैं।,य,Medial,कोयल,यह व्यंजन तालु स्थान से उच्चारित होता है और इसमें नाक के माध्यम से श्वास निकलती है।
तालु ध्वनियाँ,तालु-ध्वनियाँ वे ध्वनियाँ होती हैं जो हमारे मुँह के छत के बीच वाले भाग (तालु) को छूकर जीभ से बनती हैं।,य,Final,गाय,यह व्यंजन तालु स्थान से उच्चारित होता है और इसमें नाक के माध्यम से श्वास निकलती है।
तालु ध्वनियाँ,तालु-ध्वनियाँ वे ध्वनियाँ होती हैं जो हमारे मुँह के छत के बीच वाले भाग (तालु) को छूकर जीभ से बनती हैं।,श,Initial,शरबत,यह व्यंजन तालु स्थान से उच्चारित होता है और इसमें नाक के माध्यम से श्वास निकलती है।
तालु ध्वनियाँ,तालु-ध्वनियाँ वे ध्वनियाँ होती हैं जो हमारे मुँह के छत के बीच वाले भाग (तालु) को छूकर जीभ से बनती हैं।,श,Medial,चश्मा,यह व्यंजन तालु स्थान से उच्चारित होता है और इसमें नाक के माध्यम से श्वास निकलती है।
तालु ध्वनियाँ,तालु-ध्वनियाँ वे ध्वनियाँ होती हैं जो हमारे मुँह के छत के बीच वाले भाग (तालु) को छूकर जीभ से बनती हैं।,श,Final,,यह व्यंजन तालु स्थान से उच्चारित होता है और इसमें नाक के माध्यम से श्वास निकलती है।
मूर्धन्य ध्वनियाँ,"मूर्धन्य ध्वनियाँ वे ध्वनियाँ हैं जो मुखभाग के मूर्धन्य (शिरस्थ) स्थान से उत्पन्न होती हैं, जिनमें वयार्गीय या शिरस्थ स्थान से वायुवेग का उत्पन्न होना और मुख के उच्च भागों को अपनाना शामिल है।",ट,Initial,टमाटर,इसे उच्च तालु में जीभ मिलाकर उच्चारित करें। इसमें जीभ ऊपर की ओर मोड़ी होती है।
मूर्धन्य ध्वनियाँ,"मूर्धन्य ध्वनियाँ वे ध्वनियाँ हैं जो मुखभाग के मूर्धन्य (शिरस्थ) स्थान से उत्पन्न होती हैं, जिनमें वयार्गीय या शिरस्थ स्थान से वायुवेग का उत्पन्न होना और मुख के उच्च भागों को अपनाना शामिल है।",ट,Medial,बिटिया,इसे उच्च तालु में जीभ मिलाकर उच्चारित करें। इसमें जीभ ऊपर की ओर मोड़ी होती है।
मूर्धन्य ध्वनियाँ,"मूर्धन्य ध्वनियाँ वे ध्वनियाँ हैं जो मुखभाग के मूर्धन्य (शिरस्थ) स्थान से उत्पन्न होती हैं, जिनमें वयार्गीय या शिरस्थ स्थान से वायुवेग का उत्पन्न होना और मुख के उच्च भागों को अपनाना शामिल है।",ट,Final,प्लेट,इसे उच्च तालु में जीभ मिलाकर उच्चारित करें। इसमें जीभ ऊपर की ओर मोड़ी होती है।
मूर्धन्य ध्वनियाँ,"मूर्धन्य ध्वनियाँ वे ध्वनियाँ हैं जो मुखभाग के मूर्धन्य (शिरस्थ) स्थान से उत्पन्न होती हैं, जिनमें वयार्गीय या शिरस्थ स्थान से वायुवेग का उत्पन्न होना और मुख के उच्च भागों को अपनाना शामिल है।",ठ,Initial,ठहरो, इसे उच्च तालु में जीभ मिलाकर उच्चारित करें। इसमें अधिक शक्ति से श्वास छोड़ते है।
मूर्धन्य ध्वनियाँ,"मूर्धन्य ध्वनियाँ वे ध्वनियाँ हैं जो मुखभाग के मूर्धन्य (शिरस्थ) स्थान से उत्पन्न होती हैं, जिनमें वयार्गीय या शिरस्थ स्थान से वायुवेग का उत्पन्न होना और मुख के उच्च भागों को अपनाना शामिल है।",ठ,Medial,, इसे उच्च तालु में जीभ मिलाकर उच्चारित करें। इसमें अधिक शक्ति से श्वास छोड़ते है।
मूर्धन्य ध्वनियाँ,"मूर्धन्य ध्वनियाँ वे ध्वनियाँ हैं जो मुखभाग के मूर्धन्य (शिरस्थ) स्थान से उत्पन्न होती हैं, जिनमें वयार्गीय या शिरस्थ स्थान से वायुवेग का उत्पन्न होना और मुख के उच्च भागों को अपनाना शामिल है।",ठ,Final,अँगूठा, इसे उच्च तालु में जीभ मिलाकर उच्चारित करें। इसमें अधिक शक्ति से श्वास छोड़ते है।
मूर्धन्य ध्वनियाँ,"मूर्धन्य ध्वनियाँ वे ध्वनियाँ हैं जो मुखभाग के मूर्धन्य (शिरस्थ) स्थान से उत्पन्न होती हैं, जिनमें वयार्गीय या शिरस्थ स्थान से वायुवेग का उत्पन्न होना और मुख के उच्च भागों को अपनाना शामिल है।",ड,Initial,झण्‍डा,"इसे तालु स्थान से उच्चारित करें, जीभ को तालु से मिलाकर मुँह को खोलकर धीरे से श्वास छोड़ते है।"
मूर्धन्य ध्वनियाँ,"मूर्धन्य ध्वनियाँ वे ध्वनियाँ हैं जो मुखभाग के मूर्धन्य (शिरस्थ) स्थान से उत्पन्न होती हैं, जिनमें वयार्गीय या शिरस्थ स्थान से वायुवेग का उत्पन्न होना और मुख के उच्च भागों को अपनाना शामिल है।",ड,Medial,,"इसे तालु स्थान से उच्चारित करें, जीभ को तालु से मिलाकर मुँह को खोलकर धीरे से श्वास छोड़ते है।"
मूर्धन्य ध्वनियाँ,"मूर्धन्य ध्वनियाँ वे ध्वनियाँ हैं जो मुखभाग के मूर्धन्य (शिरस्थ) स्थान से उत्पन्न होती हैं, जिनमें वयार्गीय या शिरस्थ स्थान से वायुवेग का उत्पन्न होना और मुख के उच्च भागों को अपनाना शामिल है।",ड,Final,,"इसे तालु स्थान से उच्चारित करें, जीभ को तालु से मिलाकर मुँह को खोलकर धीरे से श्वास छोड़ते है।"
मूर्धन्य ध्वनियाँ,"मूर्धन्य ध्वनियाँ वे ध्वनियाँ हैं जो मुखभाग के मूर्धन्य (शिरस्थ) स्थान से उत्पन्न होती हैं, जिनमें वयार्गीय या शिरस्थ स्थान से वायुवेग का उत्पन्न होना और मुख के उच्च भागों को अपनाना शामिल है।",ढ,Initial,ढोलक,"इसका उच्चारण तालु स्थान से होता है, और इसमें जोरदार श्वास होती है। इसे उच्च तालु और जीभ से मिलाकर कहें।"
मूर्धन्य ध्वनियाँ,"मूर्धन्य ध्वनियाँ वे ध्वनियाँ हैं जो मुखभाग के मूर्धन्य (शिरस्थ) स्थान से उत्पन्न होती हैं, जिनमें वयार्गीय या शिरस्थ स्थान से वायुवेग का उत्पन्न होना और मुख के उच्च भागों को अपनाना शामिल है।",ढ,Medial,कढ़ाई,"इसका उच्चारण तालु स्थान से होता है, और इसमें जोरदार श्वास होती है। इसे उच्च तालु और जीभ से मिलाकर कहें।"
मूर्धन्य ध्वनियाँ,"मूर्धन्य ध्वनियाँ वे ध्वनियाँ हैं जो मुखभाग के मूर्धन्य (शिरस्थ) स्थान से उत्पन्न होती हैं, जिनमें वयार्गीय या शिरस्थ स्थान से वायुवेग का उत्पन्न होना और मुख के उच्च भागों को अपनाना शामिल है।",ढ,Final,,"इसका उच्चारण तालु स्थान से होता है, और इसमें जोरदार श्वास होती है। इसे उच्च तालु और जीभ से मिलाकर कहें।"
मूर्धन्य ध्वनियाँ,"मूर्धन्य ध्वनियाँ वे ध्वनियाँ हैं जो मुखभाग के मूर्धन्य (शिरस्थ) स्थान से उत्पन्न होती हैं, जिनमें वयार्गीय या शिरस्थ स्थान से वायुवेग का उत्पन्न होना और मुख के उच्च भागों को अपनाना शामिल है।",ण,Initial,,"इसे उच्च तालु और जीभ से मिलाकर कहें, और इसमें नाक को सही से भरकर श्वास निकालें।"
मूर्धन्य ध्वनियाँ,"मूर्धन्य ध्वनियाँ वे ध्वनियाँ हैं जो मुखभाग के मूर्धन्य (शिरस्थ) स्थान से उत्पन्न होती हैं, जिनमें वयार्गीय या शिरस्थ स्थान से वायुवेग का उत्पन्न होना और मुख के उच्च भागों को अपनाना शामिल है।",ण,Medial,,"इसे उच्च तालु और जीभ से मिलाकर कहें, और इसमें नाक को सही से भरकर श्वास निकालें।"
मूर्धन्य ध्वनियाँ,"मूर्धन्य ध्वनियाँ वे ध्वनियाँ हैं जो मुखभाग के मूर्धन्य (शिरस्थ) स्थान से उत्पन्न होती हैं, जिनमें वयार्गीय या शिरस्थ स्थान से वायुवेग का उत्पन्न होना और मुख के उच्च भागों को अपनाना शामिल है।",ण,Final,त्रिकोण,"इसे उच्च तालु और जीभ से मिलाकर कहें, और इसमें नाक को सही से भरकर श्वास निकालें।"
मूर्धन्य ध्वनियाँ,"मूर्धन्य ध्वनियाँ वे ध्वनियाँ हैं जो मुखभाग के मूर्धन्य (शिरस्थ) स्थान से उत्पन्न होती हैं, जिनमें वयार्गीय या शिरस्थ स्थान से वायुवेग का उत्पन्न होना और मुख के उच्च भागों को अपनाना शामिल है।",र,Initial,राजा,"इसे उच्च तालु और जीभ से मिलाकर कहें, और इसमें नाक को सही से भरकर श्वास निकालें।"
मूर्धन्य ध्वनियाँ,"मूर्धन्य ध्वनियाँ वे ध्वनियाँ हैं जो मुखभाग के मूर्धन्य (शिरस्थ) स्थान से उत्पन्न होती हैं, जिनमें वयार्गीय या शिरस्थ स्थान से वायुवेग का उत्पन्न होना और मुख के उच्च भागों को अपनाना शामिल है।",र,Medial,झरना,"इसे उच्च तालु और जीभ से मिलाकर कहें, और इसमें नाक को सही से भरकर श्वास निकालें।"
मूर्धन्य ध्वनियाँ,"मूर्धन्य ध्वनियाँ वे ध्वनियाँ हैं जो मुखभाग के मूर्धन्य (शिरस्थ) स्थान से उत्पन्न होती हैं, जिनमें वयार्गीय या शिरस्थ स्थान से वायुवेग का उत्पन्न होना और मुख के उच्च भागों को अपनाना शामिल है।",र,Final,अनार,"इसे उच्च तालु और जीभ से मिलाकर कहें, और इसमें नाक को सही से भरकर श्वास निकालें।"
मूर्धन्य ध्वनियाँ,"मूर्धन्य ध्वनियाँ वे ध्वनियाँ हैं जो मुखभाग के मूर्धन्य (शिरस्थ) स्थान से उत्पन्न होती हैं, जिनमें वयार्गीय या शिरस्थ स्थान से वायुवेग का उत्पन्न होना और मुख के उच्च भागों को अपनाना शामिल है।",ष,Initial,षट्कोन,"इसे उच्च तालु और जीभ से मिलाकर कहें, और इसमें नाक को सही से भरकर श्वास निकालें।"
मूर्धन्य ध्वनियाँ,"मूर्धन्य ध्वनियाँ वे ध्वनियाँ हैं जो मुखभाग के मूर्धन्य (शिरस्थ) स्थान से उत्पन्न होती हैं, जिनमें वयार्गीय या शिरस्थ स्थान से वायुवेग का उत्पन्न होना और मुख के उच्च भागों को अपनाना शामिल है।",ष,Medial,,"इसे उच्च तालु और जीभ से मिलाकर कहें, और इसमें नाक को सही से भरकर श्वास निकालें।"
